X,Y,Z,Weight,Yaw
18.400000000000002,9.0,4.5,1.0,0.0
18.52751260911311,9.075888176542348,4.480238452794914,1.0,0.5368401744483506
18.648859402610732,9.155410118461885,4.4645095966433255,1.0,0.5801115698435292
18.76419504896652,9.238454020312712,4.452632240036704,1.0,0.6240358235455088
18.873674216654155,9.324908076648939,4.444425191466531,1.0,0.6684195835126219
18.977451574147302,9.414660482024662,4.439707259424279,1.0,0.713055403515588
19.075681789919614,9.507599430993979,4.43829725240142,1.0,0.7577267749524906
19.168519532444755,9.603613118111001,4.440013978889436,1.0,0.8022137376567778
19.256119470196392,9.702589737929822,4.444676247379794,1.0,0.8462987065023966
19.3386362716482,9.804417485004551,4.452102866363978,1.0,0.889772124039725
19.416224605273825,9.908984553889288,4.462112644333456,1.0,0.9324375705706544
19.489039139546943,10.016179139138135,4.474524389779706,1.0,0.9741160278998279
19.55723454294121,10.12588943530519,4.489156911194203,1.0,1.0146490893047284
19.6209654839303,10.238003636944564,4.505829017068422,1.0,1.053901019048812
19.68038663098787,10.35240993861035,4.524359515893838,1.0,1.0917596724218042
19.735652652587586,10.468996534856656,4.544567216161926,1.0,1.1281363774166777
19.786918217203116,10.587651620237583,4.566270926364163,1.0,1.1629649429003919
19.83433799330811,10.70826338930723,4.589289454992021,1.0,1.1961999927572649
19.878066649376255,10.830720036619708,4.613441610536979,1.0,1.227814833381791
19.918258853881195,10.95490975672911,4.6385462014905094,1.0,1.2577990488029192
19.95506927529661,11.080720744189543,4.664422036344088,1.0,1.2861559907178124
19.98865258209615,11.208041193555108,4.690887923589189,1.0,1.312900296671477
20.01916344275348,11.336759299379903,4.7177626717172885,1.0,1.3380555341292704
20.046756525742282,11.466763256218035,4.744865089219863,1.0,1.3616520352218495
20.071586499536195,11.597941258623608,4.772013984588385,1.0,1.3837249587911762
20.0938080326089,11.73018150115072,4.799028166314332,1.0,1.4043125939985048
20.11357579343406,11.863372178353472,4.825726442889177,1.0,1.4234549031758101
20.131044450485334,11.997401484785975,4.851927622804397,1.0,1.4411922901924976
20.146368672236385,12.132157615002319,4.877450514551467,1.0,1.4575645735126628
20.15970312716088,12.267528763556614,4.90211392662186,1.0,1.4726101393509694
20.171202483732483,12.403403125002962,4.925736667507054,1.0,1.4863652490161432
20.181021410424858,12.53966889389546,4.948137545698522,1.0,1.4988634748794578
20.189314575711673,12.676214264788218,4.969135369687741,1.0,1.51013524081266
20.196236648066588,12.812927432235332,4.988548947966185,1.0,1.5202074449304472
20.201940445117003,12.949696940482433,5.006198021726531,1.0,1.5291167602871945
20.206488424398486,13.086428406051308,5.02194786752975,1.0,1.5375464590541708
20.209813740580138,13.223051875432768,5.035728921826838,1.0,1.5464618563663353
20.211839594029847,13.359499275843673,5.047476637362621,1.0,1.5559502791219018
20.2124891851155,13.495702534500886,5.057126466881926,1.0,1.5660270858316108
20.211685714205,13.631593578621276,5.0646138631295825,1.0,1.5767088691045053
20.209352381666235,13.767104335421704,5.069874278850418,1.0,1.5880134247869877
20.205412387867096,13.902166732119035,5.072843166789259,1.0,1.5999597123105105
20.19978893317547,14.03671269593013,5.073455979690933,1.0,1.6125678035837618
20.19240521795925,14.170674154071856,5.071648170300269,1.0,1.6258588174212745
20.183184442586338,14.303983033761076,5.067355191362094,1.0,1.639854836128616
20.17204980742462,14.436571262214658,5.0605124956212375,1.0,1.6545788004717565
20.15892451284199,14.56837076664946,5.051055535822525,1.0,1.6700543788604048
20.14373175920633,14.699313474282347,5.0389197647107835,1.0,1.6863058061905696
20.12639474688554,14.829331312330188,5.024040635030843,1.0,1.7033576874493288
20.10683667624751,14.95835620800984,5.00635359952753,1.0,1.7212347609224792
20.08496253799323,15.086318827180909,4.985794876876741,1.0,1.740101519200466
20.060472280637473,15.213135632727619,4.962309310194443,1.0,1.7615632421200351
20.032936655936034,15.338714138261734,4.935847176842718,1.0,1.7866504220526662
20.00192439696751,15.462961717564193,4.906358839092817,1.0,1.815398962553781
19.9670042368105,15.585785744415919,4.873794659215987,1.0,1.8477976629947857
19.9277449085436,15.707093592597847,4.838104999483477,1.0,1.8837921114939935
19.883715145245404,15.826792635890898,4.799240222166536,1.0,1.923272559607271
19.834483679994513,15.944790248076004,4.757150689536412,1.0,1.9660624530563398
19.77961924586952,16.060993802934092,4.711786763864352,1.0,2.01190919217246
19.718690575949026,16.1753106742461,4.6630988074216075,1.0,2.060478961149597
19.65126640331162,16.287648235792936,4.611037182479424,1.0,2.1113574293740833
19.576915461035913,16.397913861355555,4.555552251309054,1.0,2.164057656040263
19.49520652264628,16.506014881898082,4.496594428094979,1.0,2.2180355383730106
19.405976846320332,16.611574404743703,4.434458734143291,1.0,2.2725566320608546
19.309971541643527,16.713254466146918,4.370605441945776,1.0,2.3274963681353817
19.208127415345107,16.809514167633875,4.306740872325658,1.0,2.384376410621525
19.101381274154324,16.89881261073071,4.244571346106164,1.0,2.4449592451103004
18.99066992480042,16.979608896963583,4.185803184110514,1.0,2.511150428449593
18.87693017401265,17.05036212785862,4.1321427071619325,1.0,2.5851085050540448
18.76109882852025,17.10953140494197,4.085296236083646,1.0,2.669324442861137
18.64411269505247,17.155575829739774,4.046970091698873,1.0,2.766625414565213
18.526908580338553,17.18695450377818,4.018870594830843,1.0,2.880000840284845
18.410423291107758,17.20212652858333,4.002704066302778,1.0,3.01207336642465
18.295593626777915,17.199551038217667,4.000176791672231,1.0,-3.1191676239280333
18.183215482217467,17.178314202856722,4.01231542029261,1.0,-2.9548186717070024
