X,Y,Z,Weight,Yaw
18.4,9.199999999999998,3.5,1.0,0.0
18.53653816058053,9.280096313238971,3.484432371394965,1.0,0.5305247896182644
18.662710288868873,9.364367083122676,3.47237680348739,1.0,0.5888581856333913
18.778891770385755,9.452651675915664,3.463688667131367,1.0,0.6497977010384218
18.885457990651926,9.5447894578825,3.4582233331809933,1.0,0.7129126595143109
18.982784335188114,9.640619795287732,3.4558361724903572,1.0,0.7776532735806582
19.071246189515065,9.739982054395917,3.456382555913554,1.0,0.8433683113050641
19.151218939153498,9.842715601471605,3.459717854304675,1.0,0.909335539704678
19.223077969624157,9.948659802779355,3.465697438517813,1.0,0.9748019456450312
19.287198666447775,10.057654024583725,3.4741766794070625,1.0,1.0390283047733997
19.343956415145104,10.169537633149268,3.485010947826516,1.0,1.1013315156900454
19.39372660123685,10.284149994740531,3.498055614630263,1.0,1.1611187092490545
19.43688461024377,10.401330475622078,3.5131660506723996,1.0,1.2179092379208538
19.4738058276866,10.520918442058463,3.5301976268070194,1.0,1.2713434309285367
19.50486563908606,10.642753260314233,3.5490057138882114,1.0,1.321179518708615
19.530439429962907,10.76667429665396,3.569445682770072,1.0,1.3672817380571016
19.550902585837854,10.892520917342173,3.5913729043066906,1.0,1.4096031617297877
19.566630492231656,11.020132488643455,3.6146427493521633,1.0,1.4481664750721408
19.57799853466504,11.149348376822342,3.6391105887605817,1.0,1.4830451330615244
19.58538209865874,11.280007948143394,3.6646317933860377,1.0,1.5143464283840502
19.589156569733497,11.41195056887117,3.691061734082626,1.0,1.5421972134870263
19.58969733341004,11.545015605270217,3.7182557817044364,1.0,1.5667324440932933
19.58737977520911,11.679042423605091,3.746069307105563,1.0,1.5880863534051555
19.582579280651448,11.813870390140359,3.774357681140101,1.0,1.6063858837280844
19.57567123525778,11.94933887114056,3.80297627466214,1.0,1.6217459415021753
19.56703102454884,12.085287232870257,3.831780458525774,1.0,1.6342660544835452
19.557034034045373,12.221554841594005,3.8606256035850963,1.0,1.644028060256211
19.546055649268105,12.357981063576357,3.889367080694199,1.0,1.6510945201577891
19.53447125573778,12.494405265081866,3.9178602607071746,1.0,1.655507618899696
19.522656238975134,12.630666812375093,3.9459605144781165,1.0,1.6572883715154691
19.510985984500905,12.766605071720594,3.9735232128611186,1.0,1.6564360141176058
19.499835877577755,12.90205940952361,4.000403726510187,1.0,1.6529275061471145
19.4895049612063,13.036910815775707,4.026398234503574,1.0,1.6472566077349593
19.480000549634177,13.17119933780575,4.051076725548492,1.0,1.6414545555583009
19.471260283981618,13.305003010360716,4.0739551676552885,1.0,1.6360252245846314
19.46322180536889,13.43839986818759,4.094549528834319,1.0,1.6309834254338806
19.455822754916245,13.571467946033348,4.112375777095937,1.0,1.626342625736241
