-3.081536673674662996e+00,6.294749823006561051e+00,4.573919284291346088e+00,-1.025314047439637583e-01
-3.099320864471310610e+00,5.929145769867069760e+00,4.779735001572935182e+00,-1.619401323674376725e+00
-3.116837548842868788e+00,5.556288930190322439e+00,4.903986039146915665e+00,-1.617741461213962006e+00
-3.132605786875026332e+00,5.178288153209040345e+00,4.955568143297115036e+00,-1.612486985342933332e+00
-3.145144638653473379e+00,4.797252288155951838e+00,4.943377060307367898e+00,-1.603691730629955625e+00
-3.152973164263901396e+00,4.415290184263779061e+00,4.876308536461503529e+00,-1.591289013468089486e+00
-3.154610423791999629e+00,4.034510690765248597e+00,4.763258318043355644e+00,-1.575096057915731818e+00
-3.148575477323459992e+00,3.657022656893086143e+00,4.613122151336751742e+00,-1.554810568697702955e+00
-3.133387384943971732e+00,3.284934931880017395e+00,4.434795782625525540e+00,-1.530000394718224799e+00
-3.107565206739225427e+00,2.920356364958767159e+00,4.237174958193508090e+00,-1.500086935746429928e+00
-3.069628002794910770e+00,2.565395805362059800e+00,4.029155424324529555e+00,-1.464323266814661961e+00
-3.018094833196720561e+00,2.222162102322623234e+00,3.819632927302423653e+00,-1.421769287671594384e+00
-2.951484758030342714e+00,1.892764105073180048e+00,3.617503213411019214e+00,-1.371269363513191619e+00
-2.868316837381467810e+00,1.579310662846455715e+00,3.431662028934146846e+00,-1.311444305344127592e+00
-2.767110131335786871e+00,1.283910624875177264e+00,3.271005120155639379e+00,-1.240721047358879670e+00
-2.646383699978991366e+00,1.008672840392069947e+00,3.144428233359329194e+00,-1.157441226563571179e+00
-2.504656605309400597e+00,7.557061562925396769e-01,3.060827104696050682e+00,-1.060110156926164393e+00
-2.340921824787990602e+00,5.265402747236656023e-01,3.026586698554106558e+00,-9.504172175425574798e-01
-2.155978213852888015e+00,3.204980385316119618e-01,3.038524561102784904e+00,-8.393085072845155592e-01
-1.951054704918516292e+00,1.363767182994936322e-01,3.091179720056295377e+00,-7.319791320001707291e-01
-1.727380230399298444e+00,-2.702641538957271591e-02,3.179091203128845855e+00,-6.309298907609678375e-01
-1.486183722709658372e+00,-1.709140919524707036e-01,3.296798038034645995e+00,-5.378846835529588200e-01
-1.228694114264018200e+00,-2.964890408060849580e-01,3.438839252487908560e+00,-4.537507039657454055e-01
-9.561403374767996066e-01,-4.049539913672990377e-01,3.599753874202837878e+00,-3.787447767894901451e-01
-6.697513247624278243e-01,-4.975116730529966502e-01,3.774080930893645824e+00,-3.125927340547979827e-01
-3.707560085353237000e-01,-5.753648152800623361e-01,3.956359450274542056e+00,-2.547262875662200665e-01
-6.038332120991074525e-02,-6.397161474653796365e-01,4.141128460059736227e+00,-2.044390453844960320e-01
2.601378047993881948e-01,-6.917683990258325366e-01,4.322926987963436218e+00,-1.609933226975871490e-01
5.895784370781498307e-01,-7.327242993783048552e-01,4.496294061699852129e+00,-1.236849246982092282e-01
9.267096432119499294e-01,-7.637865779396805221e-01,4.655768708983192283e+00,-9.187765669839854932e-02
1.270270651841767240e+00,-7.860317022378505714e-01,4.796269251718885407e+00,-6.465843020434081101e-02
1.618727238637668542e+00,-7.994517229304211048e-01,4.915971629950597332e+00,-3.849372374943988567e-02
1.970405918129409573e+00,-8.034864307034679243e-01,5.014710787883219112e+00,-1.147220744976172775e-02
2.323632099045577881e+00,-7.975712310303616492e-01,5.092334843021344426e+00,1.674464448450610488e-02
2.676731190114761905e+00,-7.811415293844733432e-01,5.148691912869572285e+00,4.649646642124055651e-02
3.028028600065549636e+00,-7.536327312391740696e-01,5.183630114932499033e+00,7.814682513611873049e-02
3.375849737626526625e+00,-7.144802420678352251e-01,5.196997566714721017e+00,1.120931575990086471e-01
3.718520011526284197e+00,-6.631194673438270959e-01,5.188642385720834582e+00,1.487764508417327436e-01
4.054364830493409677e+00,-5.989858125405214118e-01,5.158412689455439626e+00,1.886904265543262182e-01
4.381709603256489949e+00,-5.215146831312889031e-01,5.106156595423131606e+00,2.323894646354591476e-01
4.698879738544114559e+00,-4.301414845895006889e-01,5.031722221128506867e+00,2.804936865650268230e-01
5.004200645084866395e+00,-3.243016223885277216e-01,4.934957684076160866e+00,3.336883795586630952e-01
5.295997731607339887e+00,-2.034305020017420640e-01,4.815711101770697056e+00,3.927131507280411937e-01
5.572501491090979364e+00,-6.707281484526099458e-02,4.674027461513283299e+00,4.581521952475772763e-01
5.830079529517910863e+00,8.308182057335326831e-02,4.513815663470231776e+00,5.277869934536765228e-01
6.063398784550168230e+00,2.433856371532215623e-01,4.342512054298579116e+00,6.019870177396511313e-01
6.267063806277592519e+00,4.101190347762377897e-01,4.167682382032461774e+00,6.860187925498557604e-01
6.435679144790025674e+00,5.795624133242952558e-01,3.996892394706016649e+00,7.878475555825559251e-01
6.563849350177304309e+00,7.479961726792865306e-01,3.837707840353378419e+00,9.203219563158359096e-01
6.646178972529269480e+00,9.117007127231071539e-01,3.697694467008680430e+00,1.104818689103325369e+00
6.677272561935764017e+00,1.066956433337649557e+00,3.584418022706062246e+00,1.373137906253231844e+00
6.651978932045992998e+00,1.210163726821956276e+00,3.505205699533850083e+00,1.745615843741218587e+00
6.570430606962212039e+00,1.340318563752949554e+00,3.462224441577116174e+00,2.130508435270639378e+00
6.437864486774576456e+00,1.458924396439206683e+00,3.452656088942677837e+00,2.411717961428535784e+00
6.259725854832773884e+00,1.567587043711224926e+00,3.473478967690072583e+00,2.593860487800164982e+00
6.041459994486499951e+00,1.667912324399499324e+00,3.521671403878843254e+00,2.710745178216283247e+00
5.788512189085437853e+00,1.761506057334528697e+00,3.594211723568532246e+00,2.787202146236127831e+00
5.506327721979284995e+00,1.849974061346807419e+00,3.688078252818678848e+00,2.837786772726357043e+00
5.200351876517729011e+00,1.934922155266834309e+00,3.800249317688825901e+00,2.870782939937341904e+00
4.876029936050453983e+00,2.017956157925106186e+00,3.927703244238514912e+00,2.890953001196176597e+00
4.538807183927159095e+00,2.100681888152118759e+00,4.067418358527286060e+00,2.901028433233891146e+00
4.194128903497523986e+00,2.184705164778370179e+00,4.216372986614682183e+00,2.902483178756340543e+00
3.847440378111249615e+00,2.271631806634355488e+00,4.371545454560241240e+00,2.895923174707698333e+00
3.504186891118016511e+00,2.363067632550573283e+00,4.529914088423509178e+00,2.881258019024854899e+00
3.169813725867522969e+00,2.460618461357519049e+00,4.688457214264023065e+00,2.857728752494769431e+00
2.849766165709453958e+00,2.565890111885690050e+00,4.844153158141326188e+00,2.823814813078616481e+00
2.549489493993498002e+00,2.680488402965584882e+00,4.993980246114962718e+00,2.777011318356201741e+00
2.274426323696289387e+00,2.806019407230957885e+00,5.134916399126130848e+00,2.713452797459103838e+00
2.027999180355356312e+00,2.944281194750538067e+00,5.263633073646483140e+00,2.630293511370047188e+00
1.808017716274647801e+00,3.097605306195758690e+00,5.375950205473385424e+00,2.532892034783310375e+00
1.611324584954564543e+00,3.268415189789337205e+00,5.467541028449805829e+00,2.426508410379995873e+00
1.434762439895517661e+00,3.459134293753986622e+00,5.534078776418708934e+00,2.317668281718077150e+00
1.275173934597909620e+00,3.672186066312423058e+00,5.571236683223059316e+00,2.213695397361114203e+00
1.129401722562145993e+00,3.909993955687362188e+00,5.574687982705819778e+00,2.120707554377233350e+00
9.944238929394159099e-01,4.174422853295045144e+00,5.540784544676171208e+00,2.042769240649035201e+00
8.682977891170473583e-01,4.462886645251104234e+00,5.471286126284032214e+00,1.982983266263520061e+00
7.495969128973063444e-01,4.770670503449927047e+00,5.370538832237151006e+00,1.938882538718977422e+00
6.368979825182944365e-01,5.093046334725181978e+00,5.242904884041407421e+00,1.907104636884380700e+00
5.287777162181146462e-01,5.425286045910549859e+00,5.092746503202691066e+00,1.885415728257402224e+00
4.238128322348725940e-01,5.762661543839686651e+00,4.924425911226880004e+00,1.872425150508163716e+00
3.205800488066692377e-01,6.100444735346274960e+00,4.742305329619862952e+00,1.867399680307356924e+00
2.176560841716105310e-01,6.433907527263973414e+00,4.550746979887520638e+00,1.870171732745881110e+00
1.136176565677976813e-01,6.758321826426460177e+00,4.354113083535735562e+00,1.881130659867319199e+00
7.041484233336586795e-03,7.068959539667399206e+00,4.156765862070395556e+00,1.901300530802803035e+00
-1.034957145936704903e-01,7.361092573820464224e+00,3.963067536997384899e+00,1.932526691490511261e+00
-2.194172216751213156e-01,7.629992835719328070e+00,3.777380329822582095e+00,1.977817985440814885e+00
-3.421463187729096855e-01,7.870932232197651146e+00,3.604066462051875419e+00,2.041917727744044786e+00
-4.731062876489353086e-01,8.079182670089117835e+00,3.447488155191147818e+00,2.132165176715325572e+00
-6.137204100650911487e-01,8.250016056227384098e+00,3.312007630746283127e+00,2.259468840608866991e+00
-7.654119677832769142e-01,8.378704297446125437e+00,3.201987110223163846e+00,2.438054564725270712e+00
-9.296042425653864294e-01,8.460519300579013802e+00,3.121788815127676919e+00,2.679315763207505086e+00
-1.107720516173317016e+00,8.490732972459715810e+00,3.075774966965703516e+00,2.973563171437126673e+00
-1.301184070368967882e+00,8.464617219921901636e+00,3.068307787243128359e+00,-3.007413201672692438e+00
-1.511418186914230688e+00,8.377443949799246781e+00,3.103749497465835283e+00,-2.748522349775449847e+00
-1.739846147571007196e+00,8.224485068925414311e+00,3.186462319139709010e+00,-2.551551394717852528e+00
-1.987891234101188731e+00,8.001012484134077951e+00,3.320808473770631597e+00,-2.408261028704465456e+00
-2.256976728266673948e+00,7.702298102258907875e+00,3.511150182864487324e+00,-2.304059855926482214e+00
-2.548525911829362833e+00,7.323613830133570701e+00,3.761849667927163576e+00,-2.226912532514100818e+00
-2.863962066551144936e+00,6.860231574591740156e+00,4.077269150464537972e+00,-2.168468974591859944e+00
-3.204708474193920242e+00,6.307423242467085522e+00,4.461770851982496566e+00,-2.123181362890331769e+00
